id,document,label
17999469,보고 평점올립니다. 도대체 이게 재미없으면 어떡영화가 잼있는지!!평점 내리는 알바는 이제그만!!,1
17999467,,1
17999466,내 인생 영화. 저번에 보면서 3시간 동안 펑펑 울었음.,1
17999464,애니 감각의 스토리가 취향 저격이라 생각보다 훨씬 재미있었다. SF 감성의 영상미도 압도적이다. 개인적으로는 추천!,1
17999463,짱구 극장판 중에 제일 재미있었어요!! ㅠㅠ 감동,1
17999461,로맨틱 코미디의 새 지평. 현실적 사랑의 양면을 창의적으로 노래하다.,1
17999460,교육 비판하는 영화를 보는 와중에도 초반에 지우가 소주사건 독박쓰고 선생이 의리 어쩌구 하는 장면 보면서 '음! 이 장면으로 보아 후반부 스토리에 지우의 의리를 강조하는 장면이 등장하겠군!' 이라고 국어 문제처럼 생각한게 웃긴다...,1
17999459,상상만 했던 조합이 현실이 됐을 때의 그 짜릿함,1
17999457,요즘사람들이 봤을땐 보는 눈이 높아져서 만족못할 수준일수도 있지만 당시엔 꽤 집중도 있게 볼수 있었던 명작이었음 하도 오래되서 가물가물하지만 가끔 영화채널 재방하면 한번씩 그때생각하면서 봐줄만 한 명작임,1
17999456,재밌고 잘 만든...지창욱 연기좋아요,1
17999455,한번보니까재미있었어요??가족의 사랑을 느낄 수 있었어요,1
17999454,,1
17999453,크리스틴 연기가????????숨죽이고 관람함,1
17999452,기대만큼의 영화,1
17999450,"""재난 영화는 어떻게 만들어요??""라고 물으면 '단테스 피크'를 보여주면 된다.지금보면 시시할 수도 있고 뻔한스토리지만, 당시 기준으로 재난 영화의 기본정석이라 봐도 무방하다",1
17999449,고등학생때 봤는데 30년이 금방이네요~~넷플릭스에서 다시 봤는데  다시봐도 멋진영화 입니다.,1
17999446,몰입해서 봤어요 재밋었습니다!!!!,1
17999445,애니 그림체는 합격 스토리는 양호,1
17999442,,1
17999441,마음이  따뜻해지는 영화입니다,1
17999440,넷플릭스엔 자극적인영화만있는줄알았는데,1
17999439,무슨말이 필요할까 너무 좋다,1
17999438,,1
17999437,최민식 연기 눈빛 카리스마에 넋놓고 보는 영화,1
17999432,개인적으로 슬픈거 같아요,1
17999430,너무 재미있어요 강추 마지맏에 배트맨 죽어요,1
17999429,,1
17999428,끝날 때까지 결코 끝나지 않는다.,1
17999426,한자리에서 이걸볼줄이야 역대급이다,1
17999424,한순간도 놓칠 수 없었다♡♡,1
17999423,감동적으로 추천합니다.,1
17999421,긴장감 넘치는건 좋았는데 미스테리는 전혀 풀리지않아서 아쉬움,1
17999420,예상 외의 전개의 연속이라 보면서 자동으로 코웃음 치게 됨.,1
17999419,웃음과 짠한 전개로 재밌게 잘 봤습니다.^^,1
17999417,배우 세명 모두 연기도 좋고 대사 한마디 한마디 너무 좋았어요 정말 수작입니다,1
17999416,"정말 크리스틴스튜어트한테 푹빠져서 봤습니다.혹여나 지루하지 않을까 했는데,보는 내내 흥미진진했습니다. 크리스틴스튜어트 정말 최고네요??",1
17999414,덕후가 그리는 영화는 이런것이다!!!,1
17999413,왜케 평점이 박하지 ??  그냥저냥 재밌게 봤음 ~~,1
17999412,지구를 지켜라 와 함께 홍보와 포스터가 영화를 망쳐놓은...저주받은 걸작,1
17999411,용포디로 꼭 봐야합니다!,1
17999409,지금봐도  긴장감있네  연기들 굿,1
17999408,전쟁의 참혹함은 과거와 현재가 다르지 않을것이다..우크라이나의 평화를 기원합니다..^&^,1
17999407,이보다 더 완벽한 영화가 다시 나올수 있을까?,1
17999406,모두가 기다려온 그 배트맨이 왔다.,1
17999405,캡틴 아메리카… 역시 희생정신 최고!,1
17999403,ㄹㅇ 올해 가장 잘한 일ㅠㅠㅠ,1
17999402,영화보기10분전 평점이 왜이리 안좋아? 언니보단 재미있겠지~!,1
17999400,이 시대의 진짜 추리소설,1
17999399,아 너무 재밌는데 평점 왜이렇게 낮지? 존잼이다ㅜ우울했는데 정말 정말 마음이 따뜻해졌어요 제작진분들과 배우분들 감사합니다,1
17999398,생각과 사상의 차이를 국가가 통제하는 시대에 잔인한 고통을 이겨낸 작가 트럼보의 신념과 승리가 감동적입니다,1
17999396,OST가 최고입니다.,1
17999395,보는내내 크리스틴의 아름다움과 연기에 놀랐네요,1
17999394,노래가 좋습니다 메리미,1
17999393,정말 감동적인 수작입니다.,1
17999392,슬프지만 아름다운 영화입니다,1
17999391,흥미로웠습니다 오랜만에 우주영화를 보네요 근데 그래비티 등 다른 우주영화보다는 스케일이나 스토리가 조금 못미치네요,1
17999390,"가만히 앉아있어도 귀여운 고양이들의 모습에 눈을 뗄 수 없었습니다. 고양이를 돌보는 사람도, 재개발로 삶의 터전을 옮겨야 했던 고양이들도 모두 행복했으면 좋겠습니다.",1
17999389,부족한게 없는..노래 추리재미 스토리 연애 연관성 성우 분들까지 전부다.. 제 인생 애니랍니다 다봐도 여러번씩보는데 안질린다죠 안보신분 꼭 봐보세요! 빠져서 해매실겁니다 강추!!,1
17999388,전혀 예상하지 못한 스토리였습니다.,1
17999386,유리문에 머리부딪힐때 감동,1
17999385,,1
17999384,크으 다크한 배트맨 최고예요~~~~로버트 패틴슨 너무 멋있어요ㅠㅠㅠㅠ,1
17999383,범죄자들이 암흑에서 두려움을 느끼는 오프닝이 좋았음 하지만 영화의 호흡이 너무 느리고 배트맨도 행동 하나하나가 느릿느릿 거북이 빰침,1
17999382,사건 중심이 이닌 심리 중심의 영화 입니다,1
17999379,90년대 아마게돈 향수 느끼기엔 볼만함 ㅋ,1
17999378,화면연출의 미쟝센과 크리스틴의 아름다움이 흘러 넘치는 영화,1
17999375,이런 실화를 바탕으로 한 역사 영화가 더 많이나오면 좋겠네요,1
17999374,누구도 생각지 못했던 전개 결말까지 완벽하다 근래 본 영화중 최고,1
17999373,다크나이트는 장르 자체를 개척한거나 다름없어서 비교하기 힘들겠지만 누군가는 분명 이 영화를 더 좋아할 것 같음. 곱씹을수록 자꾸 생각나는 영화고 배트맨이 나올때마다 느껴지는 카타르시스가 장난 아니어서 n회차 계획중!,1
17999372,,1
17999371,,1
17999370,무늬만 친부모 vs 인생을 알려준 양부모 당신의 선택은?,1
17999368,너무 재밌게 잘봤어요...,1
17999367,3시간이 좀 길긴 했는데 진짜 공들여 만든 느낌 나더라. 재밌었음,1
17999366,크리스틴 스튜어트의 색다른 연기는 좋았지만 영화가 너무 불친절하다,1
17999365,"처음부터 끝까지 긴장의 끈을 놓을 수 없었습니다. 하정우,전지현,류승범,한석규님 연기.. 말할 것도 없죠. 대단하십니다들!",1
17999361,"독립을 함으로써 시작되는 청춘의 아픔과 그리움과 함께 찾아오는 우울, 그것은 아마도 이때까지 우리를 잘 받쳐주었던 부모님의 사랑의 힘이 아닐까? 그것을 알아가며 성장하는 것이 점차 성숙해질 우리의 시작이라고 생각한다",1
17999360,스릴있고 넘 잼나요^^,1
17999359,나름 엄청 재미나는 복수극 ~!,1
17999358,영화관에서 보면 볼만함,1
17999356,답답한 다이애나의 삶중 하루를 대여할수 있었던 영화 ... 청심환 먹고 가세요 ㅠㅠ,1
17999355,결말이 뻔하죠 ^^ 그런데 그 뻔함을 특별하게 만드는 배우들의  탄탄한 연기력 덕분에 모처럼 따뜻한 감동을 받았어요. 보고 나면 착하게 살고 싶어지는 영화입니다 ^^,1
17999354,너무 재밌고~ 더 뱉맨 꺼억,1
17999352,와와. . . . 역시 마블 ㅠㅠ 개미침 ㅠㅠ,1
17999351,우주충들은 재밋게 볼듯 난 완전 재밋었고 경이로웠다...,1
17999350,놀란의 배트맨과 다른 또 다른 배트맨의 시작,1
17999348,,1
17999347,마음이따뜻해지는영화,1
17999346,유튜브 통해 초반 내용 좀 알지만개인적으로 몰입도 높습니다고1 딸과 봤는데둘 다 눈물도 몇 번 흘리고요~영화는 영화일뿐이라고 생각하지만간만에 괜찮은 한국영화 봤습니다감사합니다~^^,1
17999345,이게 실화이면 속이 문들어져서 말라 죽지싶다. ㅠ,1
17999344,킬링타임용요 ㅋ 낫베드,1
17999343,전쟁영화를 좋아하는데 기대를 충족시켜주고도 남았다 전차병의 리얼한 전투씬과 긴 런닝타임 내내 지루할 틈이 없었다. 전쟁에 참전한 군인들이 존경스럽다,1
17999342,밴 애플렉이 각본쓰고 감독까지 하려 했던 작품인데 사건사고 등으로 인해 완성하지 못하고 맷 리브스에게 넘겨준게 아쉽다 그래도 재미는 굿 솔직히 밴 에플렉의 배트맨을 보고 싶었는데,1
17999340,,1
17999339,역시 짐캐리ㅋㅋ연기력 최고ㅋㅋㅋ우울할 때 보셈! 한국어 어색해서 너무 웃겨 ~ 약간 인종차별도 있는 거 같긴 한데 재밌음,1
17999338,재밌어요!!!! 다음에 또 보고 싶어요,1
17999337,감동적이에요. 애틋함 설레임 풋풋함 사랑이 쓰나미처럼 밀려와요. 배우들의 연기가 좋았어요,1
17999336,진짜 안보면 안됩니다 꼭 보세요 두번 봊니다.,1
17999334,스케일이 더 커진다면 후속편도 재밌을것 같아요.,1
17999332,나도 스파이더맨 영화 팬이니.. 이런 기획에는 박수를 보낼뿐... 짝짝짝,1
17999330,매번 똑같은 패턴 감독이지만 스케일로 끝장보는 재미로 보는거지욯ㅎ,1
17999327,음악이 정말 인상적이었네요. 분위기와 잘 어울립니다.,1
17999326,중국배우 한명 나왔다고 열혈 비난 중이구나 ^^  혐오는 배제하고 평을 쓰세요 영화에 대한 생각을 써야지 중국혐오 글만 쳐 쓰면 어쩌자는거야 재미만 있구만,1
17999324,김고은씨 이수지씨 성대모사 잘봤습니다,1
17999322,로빈 윌리엄스 영화 좋다,1
17999321,학문의 속도가 느린 사람들에게 완주해내면 된다는 잔잔한 감동과 위로를 주면서도 재미를 잘 챙긴 영화. 하이라이트에 나오는 OST가 웅장함.,1
17999319,선희가 하드캐리 했다. 포스터에 나온 장면은 선희 주변을 떠다니는 망령들이다.,1
17999316,이란에도 분쟁지역이 있다는 것을 알 수 있어서 좋았고... 영화도 적당한 긴장감을 유지하며 볼 수 있어서 좋았다..!,1
17999314,수학을 좋아하는 사람은 되게 재밌게 볼수 있는 영화인것 같아요 덕분에 많은것을 깨달은 것 같아요 너무 재밌게 봤고 저는 정말 좋았지만 영화관에서 보기에는 조금..?돈 아까울수도 있다는 생각이 들수도 있을것 같아요 집에서 봐도 괜찮을 듯한 영화예요!,1
17999313,왜 망했는지 갸우뚱.. 주인공 연기 논란 많았었는데 막상 보니 좋은데?! 연출도 론하워드 감독이면 솔직히 평타는 무조건이지,1
17999311,,1
17999309,행복하지?하고 상대방에게 강요하는게 부질없고 나도 내감정만 상대에게 강요하진않았는지 많이 생각하게 만들던영화 내가 행복해야겠단생각과 소소한 일상의 행복들을 찾아야겠단 생각도 많이듬,1
17999308,역시 미션임파서벌~!,1
17999307,나도 모르게 눈물이 흘렀어요 사랑은 쓸쓸하다 ㅠㅠ,1
17999306,현재와 미래의 과학이 다 나와서 나름 재미있게 봄.중간 자동차신 좋았음.,1
17999304,,1
17999303,"길고양이에 대한 선입견 (더러움,울음소리거부감)이 있었는데 한달된 새끼냥을 구조해 기르면서 세상에 이렇게 사랑스런 생명체가 있고 그매력에 푹빠져 길냥이에 관심에 생겼어요 캣맘처럼 적극적이진 못하지만 세상모든 캣맘과 구조자분들 그리고 상업적인 영화가 아닌 이런 정성스런 작은 관심을 소소히 담아낸 영화들이 많이 활성화되길바라고 응원합니다!",1
17999302,진심 감독이 엄청 나네요,1
17999301,히스레저 감정억제와 폭발연기.... 다시봐도 너무 좋다 저들의 사랑은 진짜였는데 슬픔,1
17999298,사실 배트맨이라는 소재자체가 매력적이긴 합니다. 억만장자라는 설정과 주인공은 부모의 사고관이 없이 성인까지 성장하고 선과 악의 수평선에서 스스로 정의를 찾아간다는 기본설정 자체가 중간중간에 철학적인 내용을 집어넣어도 어색하지 않음. 그러니까 많은 감독들이 배트맨을 다루지 않았나 싶습니다. 그만큼 이번 배트맨은 현시대에 맞춰 '은둔형'쪽으로 강조시켜서 잘 나온 영화가 아닌가 싶음. 재밌긴한데 주변 사람들한테는 추천은 못하겠음...,1
17999297,예고편 방송될때부터 너무 보고싶었던 영화! 라이언 레이놀즈가 나와서 무조건 ㅎㅎㅎ디즈니플러스로 보게되었는데~ 너무너무 재미있었어요! ㅎㅎ,1
17999296,"20대~30대라면 재미있게 보실 수 있을듯 단점, 비흡연자인데 담배피고 싶어져요",1
17999293,,1
17999292,크리스틴이 표현한 고독,1
17999287,재난영화에 바라는게 뭐가 그리들 많냐? 오락성으로 눈요기로 보면되는건데.. 평점이 6점대? 평점 8.5는 되어야 맞음.,1
17999286,크리스틴 스튜어트 너무 이쁘다 페라리 샤넬 개인적으로 청바지에 스타디움 모자 개이쁨,1
17999285,평점이 별로라 기대없이 봤는데.. 와우 재밌었음중국 자본이 들어갔는진 몰라도 스케일은 헐리우드 클라스보고온지 1시간 전인데 여운이 남아서 다음주 한번 더  볼까 생각중.,1
17999283,흑인 여성들의 차별을 깨는 영화,1
17999281,재밌어요~~ 또봤어요~~ 또볼거예요~~,1
17999280,최민식 배우님 정말 믿고 보는 배우..재밌게 봤어요~!! 현재 고3으로서 약간 생각이 많아지는 듯,1
17999279,배트맨은 이래야지. 퇴폐미 음침 비 어둠 방황,1
17999278,생각할 거리가 많았다. 계속 생각하며 몰입하게 되는 영화,1
17999275,"일부 환상 장면이 포함되어 공식 이혼전 그녀의 스산함, 불안, 초조, 분노, 토막난 모성애가 매초 단위로 전개된다.인간적으로 못견딜 상황... 자유로운 젊은 여인이 감금당한 규율, 이용당한 결혼, 빈껍데기의 남편으로부터 달아나려는 본성, 관성, 저항의 격하고도 미묘한 저항이 추운빛, 애매한 화사함 속에 죽음을 향해 돌진한다. 나름 출중한 연기들, 절제된 연출 등 수작임",1
17999274,나 넘 눈물나요.그냥 왜그러죠,1
17999272,"배우들 연기도 좋고, 전쟁의 참상만큼은 잘 전달됐다. 약간의 뺄셈이 필요해보이지만.",1
17999269,"그냥저냥 볼만하지만,  마지막을 솜사탕으로 장식한 크레이그의 본드.",1
17999268,뇌빼고 보면 재밌는영화 스케일도 크고 긴장감도 꽤 있음,1
17999267,간만에 DC라는 이름에 걸맞는 범죄수사느와르가 나온것 같다. 좀 길지만 하나씩 풀어져가는 실마리가 몰입도를 높여주며 앞으로 나올 이야기가 기대된다.,1
17999266,나는 과연 어떤 선택을 했을까...여자가 감당해야하는  현실...내딸에게 보여주기가 조심스럽다.교육효과 임신에 대해..낙태에 대해..너무 터부시 않는  전환이 필요하다.결혼전 간단하고 무해한 피임의 필요성이 많고  많은..생각의 마지막 끝이다.여자가 할 수 있는 무해한 피임의 허용...,1
17999265,할아버지 액션 영화..볼망하다,1
17999264,아무 정보없이 보기 시작했는데 끝엔 눈물이 났다 김남길 천우희 연기가 좋음,1
17999262,마음이 편안해지는 영화. .,1
17999261,중국영화라고 1점준애들... 이런 애들때문에 명작이 안알려지는거....,1
17999256,근 10년간 본 영화중 최고다,1
17999255,우리가 느끼는 지금의 고통과 불행은 어쩌면 아름다운 장미의 가시에 박힌거에 불과하다.,1
17999253,뭔 열 줄을 쓰래…굿 잘 봤어요,1
17999251,웅장한 스케일과 예상치 못한 반전다른 사람 평점이 낮아서 걱정했는데 재밌거 보았습니다,1
17999250,대한민국의 운명이 풍전등화입니다. 문재인님이 대통령을 5년 더하셔야되는데... 아니 영구집권 하셔야 되는데... 베트맨 같은 다크나이트가 우리나라를 보우하기를,1
17999249,"msg를 뺀 담백한 맛의 역대급 배트맨,",1
17999248,17년만에 댓글 달 정도로 머라 말 할 수 없는 감동과 여운이 너무 깊게 남는 영화였다...17년 만에 이 영화에 대해서 말을 꺼내본다...,1
17999245,(투모로우)와는 다른 느낌이고 유치하지만 감동적인 부분도 있는 볼만한 영화.,1
17999242,문폴이라는 제목에서 토착왜구 세력들의 문재인 대통령님에 대한 모욕과 조롱이 느껴집니다.,1
17999241,목회자가 기도와 봉사로 선교를 하는 것이 아닌 살인을 할 수 있는 무기를 든다는 것은 이해하기 힘들지만 전쟁 중에 과연 기도만으로무고한 생명을 지킬 수 있을까 고민되는 점 입니다. 내가 그 입장이라면 어땠을까?아마 전쟁 중에 생명을 살릴 수 있다면 총을 들었을 것 같지만 지속적인 내적 갈등은 심했을듯 하네요. 오랜만에 감동적인 영화를 봤습니다,1
17999239,액션씬이 조금 아쉽지만 배우들의 연기가 상당했는데 그중 펭귄이 기억에 남네요.,1
17999237,오랜만에 감동있고 따뜻한 영화,1
17999236,오늘 친구랑 보러갔는데 보러가기전에 평점 1점 보면 별로다 재미없다 지루하다고 해서 걱정했는데 결론은 재미있게 봤습니다.재난영화야 스토리는 별로긴 하지만 이 영화는 눈호강은 제대로 했네요. CG가 볼만합니다. 스토리는 그닥...,1
17999231,차가 머선 카트라이더에서 튀어나왔나 부스터가 달려있네ㄷㄷ,1
17999230,너무너무 여러번봐도재미있었어요재미있게보았어용,1
17999228,고래싸움에 새우등 다터지는 영화,1
17999227,,1
17999226,파이송 very good!!!,1
17999223,생각하게 만드는 좋은영화  새로운경험,1
17999222,"겟아웃 어스 개인적으로 좋아하는 영화. 이 영화도 여러 기괴한 사운드, 클로즈업 등 인물 감정을 여러 기법으로 잘 표현한 것 같음. 이런 류 영화 너무 좋다. 정말 재밌게 봤음",1
17999221,연기좋고 스토리가 생각하게 만드는 좋은 영화네요,1
17999219,영화를 보면서 멋진연기에 감탄을 했습니다눈물을 닦으면서 봤는데  감동입니다,1
17999218,재밌네요. 기대 안하고 봤는데 ㅋ,1
17999216,"쥐어짜는 눈물이 아님, 휴머니즘 좋아하는 분이면 보기를 강추 드립니다. 사회 약자층을 고루 보여주며, 정의는 살아있음을 다시 한 번 일깨워 줌",1
17999211,요즘 보기 드문 세상을 구하는 평범한 사람들의 영화 극장 개봉 했으면 부모님이랑 같이 봤을듯,1
17999209,정말 재밌고 감동적입니다,1
17999208,AI발전의경각심정도재미 있는설정이었어요즐감하시길,1
17999207,무대 화려함 볼만해요 노래좋음,1
17999206,짱깨 무시하고 보면 볼만은함 그냥 자연재해 소재는 아니라,1
17999204,너무 급작스런 스토리 전개가 황당하고 .. 마지막도 너무 간단하게 정리 된다. 그래픽은 나름 볼만 했네요,1
17999201,가족이랑 보기 좋음. 자극적이지 않고 살짝 판타지스러우나 그냥 따뜻한 영화같음,1
17999199,좋은 배우들의 젊은 시절을 보는 즐거움이 있네요. 마지막 경기에서 언니가 동생을 봐준 걸 아는지 모르는지... 역시 형만한 아우 없다!,1
17999197,팬티....너란녀석은....정말....니가 늘어질때 난 감동했다....,1
17999192,머물러 또다른 행복을 꿈꾸는 사람 더 움직이고 새로운 곳으로 향하는 사람,1
17999191,뱃신의 팬이라면 이 작품은 절대 놓쳐선 안된다 생각합니다 비록 볼거리에선 아쉬움이 많고 배트맨의 탐정으로써의 면모와 캐릭터성에대한 고찰에 집중이 되있어서 라이트한 팬들에겐 지루할수있지만 코믹스의 고담을 그대로 옮겨놓은듯한 분위기와 굉장히 다크한 배트맨 그리고 그 배트맨을 세세히 잘 조명하고 있는 부분 조연들도 죽지않고 배트맨과 함께 잘 어우러져서 괜찮았고 배트맨팬이라면 감동할수밖에 없는 영화라 생각합니다 단순 오락영화로썬 비추 배트맨 팬이라면 무조건 봐야할 작품,1
17999188,,1
17999187,,1
17999185,볼 만해요.  평점이 너무 낮은 듯.,1
17999184,,1
17999183,진짜 숨쉴틈 없이 꿀잼^^,1
17999182,와 진짜 재밌어 실화라서 더 몰입하게되네,1
17999180,,1
17999179,이게 못 만든 영화라는 애들은 뭐지;; 존잼인데,1
17999178,20년이 다 되었지만 다시 봐도 새롭고 여전히 멋진 영화,1
17999176,,1
17999175,,1
17999174,좀 길긴해도 재밋음,1
17999173,이 영화를 이해하려면 알아야한다. 오른손의 의미를. 남자는 오른손을 뻗으려다 부모님이 사고를 당했다. 오른손은 삶에 대한 의지를 말한다. 남자는 도망치며 회피하며 삶에 대한 의지를 잃어버린 채 살아간다..잘린 오른손은 그가 삶을 포기하기까지의 여정을 드러낸다. 하지만 그 오른손은 다시 남자를 찾아온다. 오른손이 남자를 찾을 무렵. 오른손은 남자에게 있을 필요가 없었다. 남자는 오른손 없이도 삶에 대한 의지를 불태웠으니까. 우리는 그가 여자와 같이 자살했을거라 믿는다..하지만 그렇지 않다. 파리를 낚아채듯이. 운명이란 건 항상이고 우리를 뒤통수 먹이고 우리를 절망시키지만. 우리의 의지는 꺾임없이 끝없이 운명을 향해 세상을 향해 우리는 손을 뻗는다. 그리고 손이 잘리든 인생이 망가지든 우리는 외칠 것이고. 그 환호성은 녹음기에 기록될 것이다. 인생이여 만세.,1
17999172,엷렯분 이걱 봅집맙셉욥,1
17999169,"좀 지루한 영화... 스토리가 굉장히 함축된 느낌인데 너무 함축돼서 진전이 없어보임.. 그리고 여주가 왜 이런 행동을 했는지, 수화로 뭐라고 하는지 모르겠음. 의도된거라면 성공한거지만. 솔직히 불꽃놀이보다가 왜 자살하려 한건지 주인공이 다리 위에서 왜 급발진 한건지 납득이 잘 안됨. 그래도 작화는 좋음.",1
